,ReadingScore,WritingScore,MathScore,Passed
4508,92,89,80,1
4509,68,64,73,0
4510,74,81,72,1
4511,80,84,86,1
4512,40,41,31,0
4513,84,85,69,1
4514,76,71,67,0
4515,89,84,88,1
4516,46,48,39,0
4517,69,67,59,0
4518,38,34,46,0
4519,66,62,51,0
4520,42,44,48,0
4521,63,66,50,0
4522,80,76,59,0
4523,68,64,67,0
4524,75,83,78,1
4525,97,100,86,1
4526,65,67,81,0
4527,83,74,67,0
4528,89,87,78,1
4529,86,87,73,1
4530,90,88,84,1
4531,54,56,51,0
4532,100,98,100,1
4533,56,51,52,0
4534,61,62,65,0
4535,46,39,27,0
4536,60,56,65,0
4537,77,77,75,1
4538,68,58,50,0
4539,68,71,64,0
4540,82,78,67,1
4541,60,65,62,0
4542,79,73,80,1
4543,55,64,44,0
4544,72,65,67,0
4545,61,62,44,0
4546,64,62,67,0
4547,68,61,51,0
4548,90,88,91,1
4549,55,57,67,0
4550,54,59,54,0
4551,65,66,59,0
4552,59,45,61,0
4553,81,79,73,1
4554,65,58,64,0
4555,60,58,50,0
4556,54,55,63,0
4557,66,65,66,0
4558,47,41,46,0
4559,71,70,68,0
4560,76,69,74,0
4561,96,100,86,1
4562,65,60,41,0
4563,74,76,60,0
4564,77,79,86,1
4565,77,72,65,0
4566,76,76,70,0
4567,63,58,59,0
4568,81,69,78,1
4569,92,90,85,1
4570,56,59,54,0
4571,83,86,91,1
4572,77,70,66,0
4573,42,40,41,0
4574,79,74,87,1
4575,82,80,66,1
4576,70,67,79,0
4577,57,55,55,0
4578,71,63,77,0
4579,77,77,83,1
4580,46,46,46,0
4581,98,95,84,1
4582,63,65,52,0
4583,71,74,65,0
4584,69,64,76,0
4585,87,91,88,1
4586,92,98,84,1
4587,56,59,53,0
4588,72,73,72,0
4589,69,64,74,0
4590,69,68,70,0
4591,68,68,77,0
4592,61,53,51,0
4593,74,78,87,1
4594,93,91,80,1
4595,72,73,61,0
4596,62,58,60,0
4597,72,70,75,0
4598,51,57,48,0
4599,75,80,71,1
4600,62,58,76,0
4601,55,56,56,0
4602,77,81,69,1
4603,68,69,77,0
4604,72,64,75,0
4605,74,76,75,1
4606,83,77,74,1
4607,94,93,92,1
4608,57,53,56,0
4609,87,91,83,1
4610,51,48,50,0
4611,57,58,56,0
4612,43,42,50,0
4613,89,82,88,1
4614,91,96,83,1
4615,72,73,69,0
4616,66,55,68,0
4617,79,86,80,1
4618,100,98,90,1
4619,73,83,67,0
4620,79,84,77,1
4621,42,41,46,0
4622,30,31,22,0
4623,60,53,64,0
4624,95,93,90,1
4625,78,69,78,1
4626,56,58,55,0
4627,36,33,41,0
4628,48,47,36,0
4629,73,75,82,1
4630,74,69,56,0
4631,73,71,78,0
4632,60,63,70,0
4633,54,50,58,0
4634,78,73,77,1
4635,86,79,83,1
4636,62,56,42,0
4637,70,73,56,0
4638,67,70,62,0
4639,75,71,61,0
4640,58,60,49,0
4641,75,82,60,0
4642,72,68,62,0
4643,31,23,35,0
4644,82,82,90,1
4645,58,58,61,0
4646,71,68,45,0
4647,66,60,72,0
4648,86,79,72,1
4649,58,50,36,0
4650,62,69,57,0
4651,98,97,94,1
4652,98,91,90,1
4653,70,73,74,0
4654,75,70,76,0
4655,91,86,70,1
4656,70,69,69,0
4657,66,71,69,0
4658,85,85,99,1
4659,81,83,71,1
4660,72,68,84,0
4661,78,79,69,1
4662,55,53,57,0
4663,61,62,67,0
4664,62,66,71,0
4665,67,70,60,0
4666,69,76,69,0
4667,100,100,94,1
4668,91,99,97,1
4669,85,85,77,1
4670,70,61,70,0
4671,79,72,88,1
4672,62,59,60,0
4673,39,36,46,0
4674,89,82,93,1
4675,75,76,76,1
4676,83,76,70,1
4677,64,57,43,0
4678,82,82,73,1
4679,76,70,86,1
4680,44,42,49,0
4681,59,60,75,0
4682,81,78,74,1
4683,43,36,42,0
4684,82,83,82,1
4685,37,47,55,0
4686,73,69,60,0
4687,53,50,67,0
4688,64,63,67,0
4689,68,66,64,0
4690,61,56,73,0
4691,78,80,82,1
4692,82,91,78,1
4693,71,61,69,0
4694,52,51,36,0
4695,35,34,50,0
4696,62,60,65,0
4697,86,84,94,1
4698,78,78,80,1
4699,78,73,63,0
4700,86,84,77,1
4701,46,51,50,0
4702,73,64,57,0
4703,91,86,87,1
4704,98,92,86,1
4705,75,82,79,1
4706,92,86,87,1
4707,68,68,70,0
4708,74,73,63,0
4709,44,41,57,0
4710,72,72,55,0
4711,98,100,81,1
4712,92,95,89,1
4713,75,71,59,0
4714,58,54,68,0
4715,70,70,74,0
4716,84,78,78,1
4717,63,66,69,0
4718,34,32,45,0
4719,11,6,19,0
4720,92,90,91,1
4721,91,93,74,1
4722,64,66,67,0
4723,82,82,78,1
4724,72,57,75,0
4725,92,91,70,1
4726,58,52,56,0
4727,40,37,29,0
4728,59,49,56,0
4729,71,64,70,0
4730,91,89,89,1
4731,64,64,59,0
4732,60,53,60,0
4733,82,80,64,1
4734,88,93,83,1
4735,67,63,62,0
4736,52,52,63,0
4737,55,42,47,0
4738,66,66,62,0
4739,41,44,44,0
4740,68,60,57,0
4741,70,64,71,0
4742,58,61,66,0
4743,65,64,53,0
4744,71,67,53,0
4745,81,80,83,1
4746,65,55,66,0
4747,44,30,35,0
4748,71,60,74,0
4749,73,70,64,0
4750,61,58,60,0
4751,83,74,75,1
4752,89,87,77,1
4753,69,69,62,0
4754,46,38,49,0
4755,95,99,86,1
4756,71,74,59,0
4757,86,79,63,1
4758,93,89,97,1
4759,91,95,78,1
4760,100,97,88,1
4761,65,68,61,0
4762,47,55,45,0
4763,55,61,51,0
4764,79,84,72,1
4765,74,69,51,0
4766,32,38,46,0
4767,64,59,59,0
4768,64,64,57,0
4769,100,100,90,1
4770,71,75,70,0
4771,67,66,68,0
4772,80,79,94,1
4773,73,75,82,1
4774,61,63,70,0
4775,100,100,94,1
4776,73,73,65,0
4777,66,66,61,0
4778,59,59,79,0
4779,60,59,58,0
4780,70,68,67,0
4781,57,61,70,0
4782,88,79,96,1
4783,54,60,61,0
4784,77,82,82,1
4785,63,60,64,0
4786,43,43,40,0
4787,74,73,82,1
4788,79,80,77,1
4789,67,69,65,0
4790,54,62,50,0
4791,97,96,92,1
4792,56,53,66,0
4793,66,73,79,0
4794,75,75,70,0
4795,71,71,68,0
4796,51,53,32,0
4797,74,85,68,1
4798,63,51,55,0
4799,71,66,65,0
4800,50,53,38,0
4801,45,38,41,0
4802,92,83,86,1
4803,71,73,83,1
4804,71,73,62,0
4805,65,68,61,0
4806,90,95,84,1
4807,85,87,80,1
4808,49,44,57,0
4809,60,66,65,0
4810,66,60,60,0
4811,100,99,100,1
4812,71,78,83,1
4813,61,58,66,0
4814,89,86,85,1
4815,31,28,37,0
4816,99,93,94,1
4817,81,83,72,1
4818,76,80,69,1
4819,68,61,66,0
4820,79,77,83,1
4821,83,78,70,1
4822,54,61,62,0
4823,67,67,65,0
4824,74,75,61,0
4825,96,91,97,1
4826,58,57,69,0
4827,61,54,56,0
4828,79,79,74,1
4829,92,87,82,1
4830,78,84,84,1
4831,82,88,91,1
4832,75,77,90,1
4833,66,64,74,0
4834,62,61,71,0
4835,63,79,64,0
4836,87,91,81,1
4837,72,70,77,0
4838,77,69,77,0
4839,59,58,62,0
4840,70,61,65,0
4841,79,79,63,0
4842,42,34,41,0
4843,51,54,38,0
4844,64,61,62,0
4845,75,73,88,1
4846,80,84,84,1
4847,60,50,44,0
4848,58,62,55,0
4849,60,57,73,0
4850,73,69,51,0
4851,83,82,83,1
4852,94,88,79,1
4853,92,97,86,1
4854,76,79,72,1
4855,66,61,60,0
4856,70,72,60,0
4857,83,81,83,1
4858,79,80,73,1
4859,73,68,87,1
4860,67,68,69,0
4861,65,61,63,0
4862,57,57,62,0
4863,82,75,76,1
4864,33,37,39,0
4865,60,61,48,0
4866,54,47,39,0
4867,69,64,61,0
4868,56,48,45,0
4869,56,54,47,0
4870,89,91,77,1
4871,70,64,51,0
4872,83,82,83,1
4873,96,100,95,1
4874,51,53,60,0
4875,80,82,70,1
4876,81,79,80,1
4877,60,45,56,0
4878,71,80,85,1
4879,91,94,84,1
4880,68,70,64,0
4881,38,34,40,0
4882,61,62,61,0
4883,50,53,51,0
4884,62,59,44,0
4885,88,88,86,1
4886,17,17,22,0
4887,74,71,72,0
4888,66,60,72,0
4889,70,72,65,0
4890,89,88,78,1
4891,82,75,67,0
4892,63,68,65,0
4893,70,70,72,0
4894,79,78,77,1
4895,81,83,69,1
4896,78,70,68,0
4897,80,84,73,1
4898,60,61,58,0
4899,75,80,67,0
4900,74,74,71,0
4901,81,81,76,1
4902,71,72,58,0
4903,98,94,94,1
4904,99,96,82,1
4905,67,69,78,0
4906,56,54,57,0
4907,82,84,81,1
4908,89,95,72,1
4909,74,78,64,0
4910,71,61,55,0
4911,70,64,67,0
4912,68,70,62,0
4913,63,75,69,0
4914,87,84,66,1
4915,65,59,66,0
4916,95,90,85,1
4917,51,45,39,0
4918,93,91,87,1
4919,100,100,100,1
4920,49,53,51,0
4921,87,84,68,1
4922,55,51,66,0
4923,30,29,37,0
4924,79,77,64,0
4925,57,58,46,0
4926,60,59,51,0
4927,43,39,45,0
4928,85,82,67,1
4929,77,73,50,0
4930,61,57,78,0
4931,74,75,69,0
4932,78,75,80,1
4933,64,65,66,0
4934,52,57,44,0
4935,100,100,100,1
4936,90,88,78,1
4937,80,82,86,1
4938,58,58,51,0
4939,93,86,92,1
4940,63,69,62,0
4941,79,76,74,1
4942,75,72,69,0
4943,67,62,76,0
4944,70,66,57,0
4945,100,100,93,1
4946,55,59,48,0
4947,61,69,51,0
4948,88,87,74,1
4949,72,73,67,0
4950,74,72,64,0
4951,77,75,66,0
4952,78,78,66,0
4953,66,67,64,0
4954,77,77,63,0
4955,49,46,52,0
4956,80,66,66,0
4957,54,48,57,0
4958,65,65,60,0
4959,75,75,72,0
4960,45,41,57,0
4961,57,53,63,0
4962,82,82,73,1
4963,74,64,63,0
4964,89,84,77,1
4965,97,95,89,1
4966,43,34,22,0
4967,81,72,81,1
4968,66,59,64,0
4969,94,92,84,1
4970,51,47,43,0
4971,63,56,67,0
4972,98,97,89,1
4973,99,100,100,1
4974,94,97,89,1
4975,67,57,55,0
4976,53,43,51,0
4977,95,85,86,1
4978,56,51,51,0
4979,35,40,50,0
4980,59,66,75,0
4981,54,65,62,0
4982,76,75,77,1
4983,57,48,44,0
4984,39,36,33,0
4985,67,69,57,0
4986,70,66,54,0
4987,58,57,72,0
4988,63,64,56,0
4989,52,59,65,0
4990,64,68,69,0
4991,69,68,62,0
4992,73,67,67,0
4993,89,88,73,1
4994,70,67,69,0
4995,75,80,61,0
4996,80,77,70,1
4997,95,86,93,1
4998,66,74,65,0
4999,66,63,61,0
5000,47,40,39,0
5001,80,82,91,1
5002,66,66,48,0
5003,83,81,70,1
5004,62,58,49,0
5005,60,56,66,0
5006,63,59,39,0
5007,99,98,96,1
5008,73,72,71,0
5009,66,58,41,0
5010,86,86,96,1
5011,81,86,80,1
5012,67,74,62,0
5013,45,39,47,0
5014,88,88,80,1
5015,81,88,78,1
5016,70,65,76,0
5017,85,76,67,1
5018,67,66,71,0
5019,42,43,49,0
5020,86,89,78,1
5021,79,85,85,1
5022,60,64,55,0
5023,71,72,61,0
5024,72,64,67,0
5025,53,57,53,0
5026,59,56,61,0
5027,59,58,45,0
5028,78,82,69,1
5029,86,86,63,1
5030,96,85,75,1
5031,51,56,32,0
5032,77,78,57,0
5033,63,67,78,0
5034,56,52,49,0
5035,87,87,97,1
5036,72,64,66,0
5037,83,84,79,1
5038,69,73,65,0
5039,47,53,62,0
5040,76,72,78,1
5041,54,50,47,0
5042,66,64,60,0
5043,77,68,65,0
5044,100,96,74,1
5045,51,48,53,0
5046,79,84,83,1
5047,94,98,82,1
5048,63,70,70,0
5049,57,53,44,0
5050,91,85,79,1
5051,84,86,69,1
5052,82,74,73,1
5053,81,80,75,1
5054,67,61,55,0
5055,47,47,51,0
5056,69,67,52,0
5057,36,33,27,0
5058,65,63,50,0
5059,78,82,81,1
5060,78,76,90,1
5061,69,71,70,0
5062,70,64,64,0
5063,77,70,72,0
5064,83,86,61,1
5065,70,66,55,0
5066,95,94,87,1
5067,70,76,65,0
5068,77,71,60,0
5069,80,82,77,1
5070,74,77,70,0
5071,58,56,57,0
5072,64,61,68,0
5073,39,37,42,0
5074,72,69,85,1
5075,76,75,79,1
5076,62,65,65,0
5077,62,67,70,0
5078,71,72,74,0
5079,53,43,43,0
5080,60,57,51,0
5081,60,54,55,0
5082,95,97,84,1
5083,56,58,51,0
5084,30,24,22,0
5085,50,54,51,0
5086,60,64,81,0
5087,54,56,59,0
5088,65,62,68,0
5089,69,67,80,0
5090,69,62,53,0
5091,74,72,62,0
5092,66,69,56,0
5093,60,64,67,0
5094,51,46,43,0
5095,84,80,77,1
5096,75,73,58,0
5097,76,78,72,1
5098,39,38,44,0
5099,66,64,57,0
5100,96,99,96,1
5101,62,60,63,0
5102,50,53,63,0
5103,70,75,69,0
5104,68,67,53,0
5105,67,65,63,0
5106,76,72,59,0
5107,42,39,38,0
5108,82,90,75,1
5109,52,56,38,0
5110,49,47,62,0
5111,83,83,95,1
5112,89,85,100,1
5113,63,62,57,0
5114,65,65,74,0
5115,62,60,57,0
5116,53,50,71,0
5117,72,66,71,0
5118,49,53,44,0
5119,80,80,67,1
5120,86,86,100,1
5121,65,63,73,0
5122,59,62,56,0
5123,59,57,63,0
5124,72,71,58,0
5125,61,52,53,0
5126,68,63,59,0
5127,73,71,70,0
5128,86,87,67,1
5129,59,57,41,0
5130,63,59,81,0
5131,55,55,50,0
5132,90,90,74,1
5133,71,70,64,0
5134,83,78,76,1
5135,68,67,67,0
5136,55,65,54,0
5137,56,57,68,0
5138,97,100,100,1
5139,74,67,93,1
5140,70,78,50,0
5141,67,65,64,0
5142,59,60,45,0
5143,70,68,56,0
5144,73,70,88,1
5145,66,60,60,0
5146,61,62,56,0
5147,61,59,61,0
5148,75,71,73,0
5149,77,63,75,0
5150,39,44,46,0
5151,79,88,66,1
5152,46,40,39,0
5153,54,61,61,0
5154,84,80,91,1
5155,81,77,78,1
5156,99,95,100,1
5157,71,70,64,0
5158,70,69,73,0
5159,60,54,63,0
5160,42,39,50,0
5161,51,46,58,0
5162,65,63,62,0
5163,83,92,82,1
5164,86,92,77,1
5165,80,80,82,1
5166,90,96,90,1
5167,68,66,55,0
5168,49,47,42,0
5169,36,38,36,0
5170,80,81,77,1
5171,50,46,51,0
5172,76,70,64,0
5173,45,44,49,0
5174,24,22,31,0
5175,96,87,94,1
5176,39,36,27,0
5177,66,61,51,0
5178,68,63,68,0
5179,72,77,66,0
5180,60,58,40,0
5181,56,49,39,0
5182,58,56,57,0
5183,79,82,74,1
5184,80,76,78,1
5185,50,56,47,0
5186,69,65,67,0
5187,79,71,82,1
5188,62,63,55,0
5189,62,60,75,0
5190,59,50,66,0
5191,74,74,81,1
5192,100,100,88,1
5193,87,84,77,1
5194,80,76,87,1
5195,50,52,46,0
5196,74,72,61,0
5197,37,35,43,0
5198,87,87,77,1
5199,73,75,66,0
5200,78,82,78,1
5201,74,88,69,1
5202,65,60,67,0
5203,69,54,62,0
5204,65,61,54,0
5205,82,75,62,0
5206,69,59,63,0
5207,64,62,53,0
5208,61,62,44,0
5209,49,48,65,0
5210,71,73,80,0
5211,72,78,93,1
5212,63,63,66,0
5213,84,89,81,1
5214,72,79,65,0
5215,70,71,76,0
5216,62,66,60,0
5217,60,61,59,0
5218,66,71,65,0
5219,71,66,54,0
5220,87,82,72,1
5221,84,88,90,1
5222,60,59,50,0
5223,56,53,49,0
5224,68,64,70,0
5225,81,79,95,1
5226,50,59,71,0
5227,83,86,65,1
5228,85,91,75,1
5229,53,47,61,0
5230,82,75,75,1
5231,80,81,83,1
5232,82,74,63,0
5233,54,46,55,0
5234,58,58,51,0
5235,76,71,69,0
5236,51,50,63,0
5237,87,88,80,1
5238,78,85,67,1
5239,87,94,96,1
5240,61,57,75,0
5241,56,52,57,0
5242,72,69,62,0
5243,76,70,66,0
5244,61,63,61,0
5245,46,47,55,0
5246,85,96,83,1
5247,81,73,82,1
5248,39,37,47,0
5249,65,64,49,0
5250,75,83,84,1
5251,69,72,59,0
5252,78,74,60,0
5253,71,67,49,0
5254,75,81,78,1
5255,68,72,72,0
5256,58,51,48,0
5257,55,54,50,0
5258,51,47,52,0
5259,56,51,63,0
5260,82,85,81,1
5261,79,84,81,1
5262,63,61,81,0
5263,23,31,17,0
5264,63,60,50,0
5265,55,48,44,0
5266,49,54,59,0
5267,70,73,53,0
5268,85,88,78,1
5269,62,67,71,0
5270,61,57,61,0
5271,47,46,48,0
5272,75,70,78,0
5273,66,67,60,0
5274,68,69,66,0
5275,78,79,87,1
5276,57,50,54,0
5277,83,82,80,1
5278,78,74,67,0
5279,82,80,91,1
5280,57,55,60,0
5281,88,92,93,1
5282,68,69,57,0
5283,78,73,66,0
5284,84,90,71,1
5285,65,65,63,0
5286,72,73,84,1
5287,75,70,70,0
5288,94,91,73,1
5289,44,42,40,0
5290,98,99,90,1
5291,73,70,54,0
5292,80,81,79,1
5293,85,86,98,1
5294,48,50,43,0
5295,74,68,82,0
5296,33,34,40,0
5297,69,61,54,0
5298,54,47,39,0
5299,98,97,93,1
5300,68,73,70,0
5301,76,75,57,0
5302,75,77,66,0
5303,76,74,75,1
5304,54,43,50,0
5305,83,85,80,1
5306,63,63,57,0
5307,30,34,42,0
5308,78,75,82,1
5309,76,79,70,1
5310,58,65,60,0
5311,48,50,53,0
5312,67,54,63,0
5313,94,94,92,1
5314,50,48,44,0
5315,75,83,85,1
5316,51,53,44,0
5317,65,66,70,0
5318,28,33,29,0
5319,65,66,50,0
5320,66,67,73,0
5321,60,64,71,0
5322,76,74,75,1
5323,66,65,64,0
5324,80,77,62,0
5325,68,59,77,0
5326,70,74,81,1
5327,39,27,47,0
5328,72,69,67,0
5329,72,71,69,0
5330,77,75,64,0
5331,65,72,59,0
5332,68,71,61,0
5333,50,54,49,0
5334,93,96,89,1
5335,77,86,67,1
5336,98,93,87,1
5337,65,62,53,0
5338,65,64,74,0
5339,76,74,71,0
5340,63,58,63,0
5341,71,74,72,0
5342,77,73,66,0
5343,59,59,55,0
5344,88,94,83,1
5345,59,61,68,0
5346,97,96,87,1
5347,68,75,79,0
5348,94,97,100,1
5349,100,100,93,1
5350,42,42,46,0
5351,97,97,93,1
5352,72,68,60,0
5353,60,61,70,0
5354,83,86,81,1
5355,86,96,73,1
5356,67,69,86,0
5357,96,90,81,1
5358,72,64,65,0
5359,64,62,54,0
5360,90,95,81,1
5361,71,67,62,0
5362,99,91,87,1
5363,66,65,56,0
5364,58,50,64,0
5365,46,42,45,0
5366,76,78,76,1
5367,81,86,71,1
5368,76,74,78,1
5369,72,70,74,0
5370,60,59,56,0
5371,94,90,89,1
5372,83,80,81,1
5373,48,51,60,0
5374,71,77,70,0
5375,96,95,96,1
5376,74,68,84,1
5377,50,54,48,0
5378,67,66,56,0
5379,81,76,60,0
5380,88,90,85,1
5381,71,62,70,0
5382,40,46,47,0
5383,77,82,80,1
5384,48,44,45,0
5385,76,62,76,0
5386,70,71,64,0
5387,61,57,49,0
5388,54,48,49,0
5389,62,60,66,0
5390,64,60,61,0
5391,54,58,63,0
5392,73,72,82,1
5393,73,66,83,0
5394,42,46,45,0
5395,70,67,70,0
5396,83,82,63,1
5397,92,87,74,1
5398,91,96,85,1
5399,57,59,53,0
5400,64,57,68,0
5401,61,54,57,0
5402,85,79,88,1
5403,65,68,60,0
5404,59,51,54,0
5405,64,64,71,0
5406,70,72,58,0
5407,58,60,59,0
5408,66,69,67,0
5409,56,57,61,0
5410,73,83,76,1
5411,77,75,59,0
5412,65,64,56,0
5413,83,81,75,1
5414,73,68,75,0
5415,79,78,77,1
5416,72,74,51,0
5417,68,65,81,0
5418,86,88,71,1
5419,73,69,58,0
5420,37,34,36,0
5421,57,53,55,0
5422,78,77,94,1
5423,83,73,74,1
5424,50,54,59,0
5425,96,91,94,1
5426,65,67,66,0
5427,49,54,48,0
5428,81,88,68,1
5429,52,55,60,0
5430,64,55,70,0
5431,65,58,71,0
5432,58,65,56,0
5433,58,57,66,0
5434,75,75,77,1
5435,52,52,47,0
5436,85,84,85,1
5437,68,63,81,0
5438,53,49,53,0
5439,89,87,59,1
5440,68,65,72,0
5441,64,62,56,0
5442,70,67,54,0
5443,58,57,54,0
5444,39,35,35,0
5445,26,22,40,0
5446,75,72,80,1
5447,56,54,58,0
5448,57,55,73,0
5449,52,53,69,0
5450,70,77,55,0
5451,66,68,62,0
5452,100,98,81,1
5453,100,97,89,1
5454,68,64,72,0
5455,79,67,57,0
5456,86,88,100,1
5457,56,52,66,0
5458,64,66,69,0
5459,71,71,59,0
5460,53,50,37,0
5461,71,76,62,0
5462,36,39,26,0
5463,57,59,66,0
5464,73,74,68,0
5465,75,64,69,0
5466,65,67,56,0
5467,59,60,56,0
5468,57,53,64,0
5469,70,64,58,0
5470,74,82,73,1
5471,79,79,79,1
5472,74,69,61,0
5473,60,46,61,0
5474,95,97,82,1
5475,58,60,63,0
5476,52,45,56,0
5477,90,94,83,1
5478,39,43,48,0
5479,85,79,74,1
5480,91,93,78,1
5481,74,67,75,0
5482,57,57,62,0
5483,73,72,73,0
5484,74,66,62,0
5485,55,54,63,0
5486,73,76,72,0
5487,74,78,67,0
5488,64,66,55,0
5489,70,74,90,1
5490,73,74,85,1
5491,59,61,52,0
5492,85,72,77,1
5493,59,59,50,0
5494,55,62,62,0
5495,61,57,55,0
5496,50,51,43,0
5497,70,72,73,0
5498,69,64,51,0
5499,83,87,81,1
5500,55,55,41,0
5501,71,78,70,0
5502,77,77,65,0
5503,82,75,80,1
5504,58,58,54,0
5505,75,77,76,1
5506,72,74,56,0
5507,80,83,82,1
5508,52,47,52,0
5509,62,65,50,0
5510,85,81,81,1
5511,60,61,64,0
5512,74,73,58,0
5513,38,37,20,0
5514,66,71,63,0
5515,73,61,68,0
5516,89,81,78,1
5517,61,68,46,0
5518,66,67,48,0
5519,76,74,68,0
5520,62,62,65,0
5521,58,57,64,0
5522,91,92,69,1
5523,70,64,53,0
5524,38,33,24,0
5525,64,64,59,0
5526,71,74,60,0
5527,35,32,28,0
5528,64,63,56,0
5529,78,75,75,1
5530,73,74,56,0
5531,65,57,71,0
5532,69,72,82,0
5533,57,50,51,0
5534,61,52,62,0
5535,51,52,40,0
5536,75,74,56,0
5537,98,92,89,1
5538,90,91,90,1
5539,72,80,71,0
5540,61,54,64,0
5541,70,68,69,0
5542,66,75,72,0
5543,60,50,61,0
5544,58,53,50,0
5545,80,73,86,1
5546,64,70,75,0
5547,64,68,65,0
5548,73,76,67,0
5549,40,41,45,0
5550,81,85,80,1
5551,58,54,64,0
5552,81,81,63,1
5553,65,52,52,0
5554,86,88,80,1
5555,84,85,92,1
5556,69,64,63,0
5557,61,54,61,0
5558,69,65,60,0
5559,50,49,50,0
5560,69,71,63,0
5561,60,64,69,0
5562,63,59,76,0
5563,67,75,66,0
5564,81,82,89,1
5565,70,70,77,0
5566,71,67,70,0
5567,77,79,71,1
5568,68,67,84,0
5569,69,64,74,0
5570,75,86,64,1
5571,68,64,38,0
5572,81,78,70,1
5573,83,92,71,1
5574,90,79,62,1
5575,59,56,55,0
5576,75,68,82,1
5577,96,93,80,1
5578,78,80,70,1
5579,88,85,81,1
5580,93,95,94,1
5581,58,63,63,0
5582,82,82,76,1
5583,66,60,58,0
5584,61,59,63,0
5585,77,73,82,1
5586,63,61,58,0
5587,70,69,70,0
5588,65,57,51,0
5589,65,57,39,0
5590,66,64,62,0
5591,41,46,46,0
5592,64,64,66,0
5593,80,86,77,1
5594,64,62,42,0
5595,73,78,75,1
5596,81,85,61,1
5597,71,64,79,0
5598,63,67,65,0
5599,61,65,64,0
5600,64,66,92,0
5601,53,50,39,0
5602,77,82,70,1
5603,90,90,83,1
5604,78,73,77,1
5605,42,47,47,0
5606,76,61,78,0
5607,72,73,69,0
5608,100,100,100,1
5609,86,84,94,1
5610,74,65,64,0
5611,79,81,71,1
5612,61,68,57,0
5613,80,81,88,1
5614,61,60,51,0
5615,63,59,58,0
5616,53,52,45,0
5617,65,61,74,0
5618,65,58,75,0
5619,96,88,83,1
5620,70,64,59,0
5621,69,75,72,0
5622,87,89,85,1
5623,68,68,62,0
5624,58,58,43,0
5625,93,93,82,1
5626,32,32,39,0
5627,41,32,40,0
5628,64,62,75,0
5629,92,98,99,1
5630,83,76,79,1
5631,56,54,65,0
5632,62,58,47,0
5633,63,52,59,0
5634,54,45,47,0
5635,74,67,58,0
5636,90,80,76,1
5637,82,80,98,1
5638,67,76,63,0
5639,59,60,62,0
5640,65,66,76,0
5641,28,21,15,0
5642,74,76,58,0
5643,75,80,89,1
5644,91,88,79,1
5645,73,73,74,0
5646,66,58,68,0
5647,66,68,62,0
5648,79,79,64,0
5649,89,88,76,1
5650,50,55,64,0
5651,64,63,56,0
5652,57,50,47,0
5653,55,50,44,0
5654,80,80,70,1
5655,45,46,50,0
5656,46,34,49,0
5657,71,69,78,0
5658,55,55,38,0
5659,74,76,81,1
5660,64,61,75,0
5661,81,79,74,1
5662,79,78,72,1
5663,92,93,100,1
5664,59,64,60,0
5665,54,56,46,0
5666,81,77,81,1
5667,92,95,96,1
5668,75,73,68,0
5669,65,63,68,0
5670,46,47,54,0
5671,74,64,56,0
5672,56,61,45,0
5673,55,52,51,0
5674,77,70,74,0
5675,86,78,61,1
5676,59,60,53,0
5677,83,82,66,1
5678,66,60,62,0
5679,75,73,64,0
5680,58,57,58,0
5681,52,56,54,0
5682,66,72,57,0
5683,93,90,80,1
5684,79,73,86,1
5685,89,86,87,1
5686,47,52,42,0
5687,75,79,72,1
5688,44,49,31,0
5689,70,65,53,0
5690,49,48,42,0
5691,62,60,64,0
5692,77,68,49,0
5693,85,90,100,1
5694,77,79,77,1
5695,59,56,56,0
5696,78,77,62,0
5697,69,76,69,0
5698,65,63,48,0
5699,84,86,98,1
5700,84,85,87,1
5701,66,67,61,0
5702,66,58,67,0
5703,24,25,29,0
5704,56,52,59,0
5705,75,75,57,0
5706,64,62,61,0
5707,75,72,66,0
5708,90,83,98,1
5709,55,57,39,0
5710,57,53,61,0
5711,60,55,44,0
5712,61,54,53,0
5713,58,58,59,0
5714,57,60,58,0
5715,81,76,71,1
5716,70,67,58,0
5717,83,89,69,1
5718,53,45,56,0
5719,89,88,84,1
5720,58,54,58,0
5721,75,72,74,0
5722,79,66,76,0
5723,76,75,82,1
5724,93,97,87,1
5725,56,61,39,0
5726,84,79,95,1
5727,55,54,68,0
5728,70,68,51,0
5729,80,84,65,1
5730,79,83,95,1
5731,68,64,54,0
5732,48,41,52,0
5733,64,64,79,0
5734,68,64,71,0
5735,63,68,58,0
5736,82,75,77,1
5737,55,50,49,0
5738,63,64,49,0
5739,69,79,84,1
5740,77,76,62,0
5741,81,73,87,1
5742,72,67,83,0
5743,64,57,73,0
5744,65,75,53,0
5745,55,66,62,0
5746,72,71,74,0
5747,53,53,59,0
5748,70,72,72,0
5749,66,62,62,0
5750,89,88,70,1
5751,42,36,45,0
5752,68,71,69,0
5753,87,92,85,1
5754,78,77,62,0
5755,78,73,68,0
5756,58,55,63,0
5757,89,96,88,1
5758,49,52,34,0
5759,85,86,70,1
5760,63,61,50,0
5761,66,61,66,0
5762,52,49,50,0
5763,66,67,56,0
5764,69,68,86,0
5765,62,67,66,0
5766,63,61,65,0
5767,46,39,50,0
5768,80,76,87,1
5769,78,75,56,0
5770,52,48,33,0
5771,90,91,79,1
5772,71,70,69,0
5773,49,41,55,0
5774,59,67,67,0
5775,59,63,61,0
5776,39,34,26,0
5777,81,82,73,1
